学科,年份,省份,类型,客观题数,客观缺口,合计缺口,听力题,源文件路径
chemistry,2020,national,national_ii,9,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2020/2020年高考化学试卷（新课标Ⅱ）（解析卷）.docx
math,2008,shaanxi,independent,12,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2008/2008年高考数学试卷（文）（陕西）（解析卷）.docx
history,2016,jiangsu,independent,10,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2016/2016年高考历史试卷（江苏）（解析卷卷）   .docx
math,2015,anhui,independent,0,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2015/2015年高考数学试卷（文）（安徽）（解析卷）.docx
history,2016,shanghai,independent,0,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2016/2016年高考历史试卷（上海）（答案）.docx
geography,2017,tianjin,independent,11,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2017/2017年高考地理试卷（天津）（解析卷）.docx
politics,2012,beijing,independent,12,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2012/2012年高考政治试卷（北京）（解析卷）.docx
physics,2012,guangdong,independent,3,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2012/2012年高考物理试卷（广东）（解析卷）.docx
english,2016,tianjin,independent,35,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2016/2016年高考英语试卷（天津）（解析卷）.docx
history,2015,chongqing,independent,12,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2015/2015年高考历史试卷（重庆）（解析卷）.docx
chemistry,2009,beijing,independent,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2009/2009年高考化学试卷（北京）（解析卷）.docx
politics,2012,guangdong,independent,3,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2012/2012年高考政治试卷（广东）（解析卷）.docx
chemistry,2011,beijing,independent,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2011/2011年高考化学试卷（北京）（解析卷）.docx
politics,2012,zhejiang,independent,11,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2012/2012年高考政治试卷（浙江）（解析卷）.docx
chemistry,2011,shandong,independent,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2011/2011年高考化学试卷（山东）（解析卷）.docx
politics,2024,shandong,independent,15,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2024/2024年高考政治试卷（山东）（解析卷）.docx
history,2015,anhui,independent,1,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2015/2015年高考历史试卷（安徽）（解析卷）.docx
chemistry,2012,beijing,independent,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2012/2012年高考化学试卷（北京）（解析卷）.docx
chemistry,2024,beijing,independent,0,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2024/2024年高考化学试卷（北京）（解析卷）.docx
history,2015,shanghai,independent,1,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2015/2015年高考历史试卷（上海）（答案）.docx
chemistry,2013,national,national_ii,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2013/2013年高考化学试卷（新课标Ⅱ）（解析卷）.docx
politics,2013,shandong,independent,1,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2013/2013年高考政治试卷（山东）（解析卷）.docx
biology,2019,national,national_ii,6,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2019/2019年高考生物试卷（新课标Ⅱ）（解析卷）.docx
chemistry,2021,jiangsu,independent,18,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2021/2021年高考化学试卷（江苏）（解析卷）.docx
politics,2021,jiangsu,independent,15,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2021/2021年高考政治试卷（江苏）（解析卷）.docx
history,2014,national,national_i,10,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2014/2014年高考历史试卷（新课标Ⅰ）（解析卷）.docx
chemistry,2024,hunan,independent,16,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2024/2024年高考化学试卷（湖南）（解析卷）.docx
english,2021,national,national_b,34,0,1,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2021/2021年高考英语试卷（全国乙卷）（新课标Ⅰ）（解析卷）.docx
politics,2014,shanghai,independent,0,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2014/2014年高考政治试卷（上海）（答案）.docx
chinese,2015,guangdong,independent,9,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chinese/2015/2015年高考语文试卷（广东）（解析卷）.docx
geography,2023,liaoning,independent,16,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2023/2023年高考地理试卷（辽宁）（解析卷）.docx
history,2013,zhejiang,independent,1,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2013/2013年高考历史试卷（浙江）（解析卷）.docx
chemistry,2014,beijing,independent,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2014/2014年高考化学试卷（北京）（解析卷）.docx
chemistry,2021,hubei,independent,18,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2021/2021年高考化学试卷（湖北）（解析卷）.docx
history,2013,tianjin,independent,11,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2013/2013年高考历史试卷（天津）（解析卷）.docx
chemistry,2014,national,national_i,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2014/2014年高考化学试卷（新课标Ⅰ）（解析卷）.docx
chemistry,2014,national,national_ii,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2014/2014年高考化学试卷（新课标Ⅱ）（解析卷）.docx
history,2012,zhejiang,independent,12,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2012/2012年高考历史试卷（浙江）（解析卷）.docx
chemistry,2022,national,national_b,11,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2022/2022年高考化学试卷（全国乙卷）（解析卷）.docx
geography,2023,zhejiang,independent,26,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2023/2023年高考地理试卷（浙江）（1月）（解析卷）.docx
history,2012,jiangsu,independent,20,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2012/2012年高考历史试卷（江苏）（解析卷卷）   .docx
english,2008,tianjin,independent,55,0,1,1,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2008/2008年高考英语试卷（天津）（解析卷）.docx
chemistry,2023,hebei,independent,15,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2023/2023年高考化学试卷（河北）（解析卷）.docx
chemistry,2015,national,national_ii,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2015/2015年高考化学试卷（新课标Ⅱ）（解析卷）.docx
math,2012,liaoning,independent,0,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2012/2012年高考数学试卷（文）（辽宁）（解析卷）.docx
chemistry,2015,chongqing,independent,8,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2015/2015年高考化学试卷（重庆）（解析卷）.docx
english,2023,national,national_b,35,0,1,18,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2023/2023年高考英语试卷（全国乙卷）（解析卷）.docx
politics,2015,zhejiang,independent,12,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2015/2015年高考政治试卷（浙江）（6月）（解析卷）.docx
english,2023,national,national_a,35,0,1,18,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/english/2023/2023年高考英语试卷（全国甲卷）（解析卷）.docx
chemistry,2016,national,national_i,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2016/2016年高考化学试卷（新课标Ⅰ）（解析卷）.docx
geography,2014,national,national_ii,11,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2014/2014年高考地理试卷（新课标Ⅱ）（解析卷）.docx
chemistry,2016,national,national_iii,8,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2016/2016年高考化学试卷（新课标Ⅲ）（解析卷）.docx
politics,2016,national,national_i,12,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2016/2016年高考政治试卷（新课标Ⅰ）（解析卷）.docx
geography,2021,liaoning,independent,15,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2021/2021年高考地理试卷（辽宁）（解析卷）.docx
politics,2022,hunan,independent,16,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/politics/2022/2022年高考政治试卷（湖南）（解析卷）.docx
geography,2017,shanghai,independent,0,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/geography/2017/2017年高考地理试题（上海）（解析卷）.docx
politics,2017,shanghai,independent,0,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/politics/2017/2017年高考政治试卷（上海）（答案）.docx
chemistry,2018,beijing,independent,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2018/2018年高考化学试卷（北京）（解析卷）.docx
chemistry,2018,national,national_i,8,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2018/2018年高考化学试卷（新课标Ⅰ）（解析卷）.docx
math,2013,tianjin,independent,0,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/math/2013/2013年高考数学试卷（文）（天津）（解析卷）.docx
geography,2021,fujian,independent,0,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2021/2021年高考地理试卷（福建）（解析卷）.docx
biology,2013,national,national_i,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2013/2013年高考生物试卷（新课标Ⅰ）（解析卷）.docx
chemistry,2019,national,national_i,8,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2019/2019年高考化学试卷（新课标Ⅰ）（解析卷）.docx
math,2023,national,national_a,16,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/math/2023/2023年高考数学试卷（文）（全国甲卷）（解析卷）.docx
chemistry,2022,tianjin,independent,16,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chemistry/2022/2022年高考化学试卷（天津）（解析卷）.docx
history,2008,zhejiang,independent,12,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2008/2008年高考历史试卷（浙江）（解析卷）.docx
biology,2013,beijing,independent,5,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2013/2013年高考生物试卷（北京）（解析卷）.docx
chinese,2017,zhejiang,independent,0,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2017/2017年高考语文试卷（浙江）（解析卷）.docx
physics,2013,anhui,independent,6,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/physics/2013/2013年高考物理试卷（安徽）（解析卷）.docx
chemistry,2020,tianjin,independent,15,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/chemistry/2020/2020年高考化学试卷（天津）（解析卷）.docx
geography,2011,jiangsu,independent,15,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/geography/2011/2011年高考地理试卷（江苏）（解析卷）.docx
biology,2012,tianjin,independent,7,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/biology/2012/2012年高考生物试卷（天津）（解析卷）.docx
chinese,2016,zhejiang,independent,0,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/chinese/2016/2016年高考语文试卷（浙江）（解析卷）.docx
physics,2022,jiangsu,independent,11,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2022/2022年高考物理试卷（江苏）（解析卷）.docx
history,2023,shandong,independent,5,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2023/2023年高考历史试卷（山东）（解析卷）.docx
history,2022,guangdong,independent,16,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2022/2022年高考历史试卷（广东）（解析卷）.docx
physics,2022,hunan,independent,12,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2022/2022年高考物理试卷（湖南）（解析卷）.docx
physics,2022,fujian,independent,11,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2022/2022年高考物理试卷（福建）（解析卷）.docx
english,2019,zhejiang,independent,32,0,1,20,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/english/2019/2019年高考英语试卷（浙江）（6月）（解析卷）.docx
biology,2023,zhejiang,independent,22,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/biology/2023/2023年高考生物试卷（浙江）【1月】（解析卷）.docx
history,2022,hainan,independent,15,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/history/2022/2022年高考历史真题（海南）（解析卷）.docx
history,2021,hunan,independent,16,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2021/2021年高考历史试卷（湖南）（解析卷）.docx
physics,2023,jiangsu,independent,12,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2023/2023年高考物理试卷（江苏）（解析卷）.docx
physics,2023,zhejiang,independent,18,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/incoming/gaokao/physics/2023/2023年高考物理试卷（浙江）【1月】（解析卷）.docx
history,2021,hubei,independent,16,0,1,0,/home/flaskappuser/Desktop/NewDisk_2T/aitutor/database/preflight/qb-extract/docx-cache/gaokao/history/2021/2021年高考历史试卷（湖北）（解析卷）.docx
